1216,Arjun,Manipal
1217,Sanya,Mumbai
1218,Rohan,Chennai
1219,Rahul,Chennai
1220,Ananya,Manipal
1221,Aditi,Hyderabad
1222,Rahul,Manipal
1223,Ananya,Chennai
1224,Arjun,Manipal
1225,Priya,Chennai
1226,Aditi,Delhi
1227,Priya,Manipal
1228,Aditi,Delhi
1229,Rohan,Chennai
1230,Rahul,Chennai
1231,Vikram,Mumbai
1232,Ananya,Chennai
1233,Ananya,Hyderabad
1234,Rahul,Bangalore
1235,Aditi,Chennai
1236,Sanya,Hyderabad
1237,Ananya,Manipal
1238,Rohan,Hyderabad
1239,Aditi,Delhi
1240,Sanya,Manipal
1241,Sanya,Manipal
1242,Ananya,Delhi
1243,Rahul,Hyderabad
1244,Rahul,Hyderabad
1245,Ananya,Chennai
1246,Vikram,Delhi
1247,Priya,Mumbai
1248,Ananya,Bangalore
1249,Arjun,Mumbai
1250,Rohan,Hyderabad
1251,Vikram,Delhi
1252,Sanya,Manipal
1253,Aditi,Bangalore
1254,Priya,Bangalore
1255,Aditi,Manipal
1256,Arjun,Manipal
1257,Rohan,Chennai
1258,Vikram,Manipal
1259,Rohan,Manipal
1260,Priya,Hyderabad
1261,Ananya,Bangalore
1262,Priya,Mumbai
1263,Rahul,Chennai
1264,Ananya,Manipal
1265,Arjun,Manipal
1266,Sanya,Hyderabad
1267,Aditi,Chennai
1268,Aditi,Bangalore
1269,Rahul,Delhi
1270,Rohan,Mumbai
1271,Priya,Delhi
1272,Priya,Chennai
1273,Aditi,Hyderabad
1274,Arjun,Chennai
1275,Aditi,Bangalore
1276,Vikram,Hyderabad
1277,Priya,Hyderabad
1278,Rahul,Bangalore
1279,Sanya,Hyderabad
1280,Rahul,Chennai
1281,Arjun,Chennai
1282,Rahul,Bangalore
1283,Ananya,Delhi
1284,Vikram,Mumbai
1285,Aditi,Chennai
1286,Vikram,Manipal
1287,Rohan,Delhi
1288,Sanya,Mumbai
1289,Ananya,Bangalore
1290,Rohan,Delhi
1291,Aditi,Manipal
1292,Arjun,Manipal
1293,Sanya,Manipal
1294,Priya,Delhi
1295,Priya,Bangalore
1296,Ananya,Manipal
1297,Aditi,Manipal
1298,Ananya,Manipal
1299,Vikram,Manipal
1300,Rahul,Mumbai
1301,Rahul,Manipal
1302,Ananya,Mumbai
1303,Priya,Manipal
1304,Ananya,Manipal
1305,Rahul,Chennai
1306,Rahul,Bangalore
1307,Vikram,Hyderabad
1308,Sanya,Bangalore
1309,Arjun,Hyderabad
1310,Arjun,Manipal
1311,Ananya,Manipal
1312,Vikram,Mumbai
1313,Vikram,Manipal
1314,Rahul,Delhi
1315,Sanya,Delhi
1316,Rohan,Manipal
1317,Aditi,Delhi
1318,Arjun,Chennai
1319,Vikram,Mumbai
1320,Priya,Bangalore
1321,Rahul,Chennai
1322,Rohan,Chennai
1323,Vikram,Bangalore
1324,Arjun,Delhi
1325,Rahul,Mumbai
1326,Rohan,Manipal
1327,Rohan,Bangalore
1328,Priya,Hyderabad
1329,Priya,Chennai
1330,Sanya,Hyderabad
1331,Ananya,Chennai
1332,Rohan,Mumbai
1333,Rahul,Mumbai
1334,Sanya,Mumbai
1335,Rohan,Manipal
1336,Vikram,Chennai
1337,Sanya,Delhi
1338,Rahul,Delhi
1339,Priya,Bangalore
1340,Rohan,Hyderabad
1341,Sanya,Manipal
1342,Rahul,Mumbai
1343,Rahul,Hyderabad
1344,Rahul,Chennai
1345,Arjun,Delhi
1346,Aditi,Hyderabad
1347,Arjun,Manipal
1348,Rahul,Chennai
1349,Rahul,Hyderabad
1350,Aditi,Bangalore
1351,Priya,Hyderabad
1352,Rohan,Chennai
1353,Arjun,Delhi
1354,Aditi,Chennai
1355,Sanya,Manipal
1356,Rahul,Delhi
1357,Rahul,Chennai
1358,Aditi,Chennai
1359,Arjun,Mumbai
1360,Rahul,Hyderabad
1361,Ananya,Chennai
1362,Sanya,Delhi
1363,Ananya,Delhi
1364,Aditi,Bangalore
1365,Aditi,Mumbai
1366,Rahul,Hyderabad
1367,Aditi,Bangalore
1368,Sanya,Manipal
1369,Rohan,Bangalore
1370,Ananya,Bangalore
1371,Vikram,Hyderabad
1372,Arjun,Bangalore
1373,Aditi,Delhi
1374,Ananya,Chennai
1375,Rahul,Mumbai
1376,Rohan,Bangalore
1377,Vikram,Bangalore
1378,Rohan,Bangalore
1379,Rohan,Bangalore
1380,Vikram,Delhi
1381,Vikram,Delhi
1382,Priya,Chennai
1383,Aditi,Delhi
1384,Sanya,Delhi
1385,Vikram,Mumbai
1386,Rahul,Hyderabad
1387,Sanya,Delhi
1388,Ananya,Bangalore
1389,Vikram,Delhi
1390,Aditi,Manipal
1391,Arjun,Manipal
1392,Aditi,Hyderabad
1393,Arjun,Hyderabad
1394,Rohan,Mumbai
1395,Rohan,Manipal
1396,Rahul,Delhi
1397,Sanya,Chennai
1398,Arjun,Manipal
1399,Priya,Manipal
1400,Sanya,Delhi
1401,Rohan,Bangalore
1402,Sanya,Bangalore
1403,Arjun,Chennai
1404,Priya,Hyderabad
1405,Sanya,Mumbai
1406,Vikram,Bangalore
1407,Ananya,Bangalore
1408,Ananya,Bangalore
1409,Sanya,Chennai
1410,Ananya,Mumbai
1411,Rahul,Delhi
1412,Priya,Hyderabad
1413,Arjun,Bangalore
1414,Vikram,Mumbai
1415,Rohan,Manipal
1416,Sanya,Mumbai
1417,Ananya,Bangalore
1418,Aditi,Chennai
1419,Rohan,Bangalore
1420,Rahul,Chennai
1421,Rahul,Delhi
1422,Sanya,Mumbai
1423,Aditi,Delhi
1424,Sanya,Mumbai
1425,Ananya,Manipal
1426,Priya,Chennai
1427,Aditi,Mumbai
1428,Rohan,Chennai
1429,Rahul,Hyderabad
1430,Priya,Hyderabad
1431,Ananya,Chennai
1432,Rahul,Mumbai
1433,Arjun,Manipal
1434,Priya,Delhi
1435,Vikram,Manipal
1436,Aditi,Hyderabad
1437,Aditi,Hyderabad
1438,Ananya,Chennai
1439,Rahul,Hyderabad
1440,Rahul,Manipal
1441,Aditi,Chennai
1442,Sanya,Chennai
1443,Rohan,Bangalore
1444,Sanya,Mumbai
1445,Arjun,Chennai
1446,Rahul,Delhi
1447,Ananya,Mumbai
1448,Rohan,Hyderabad
1449,Rahul,Hyderabad
1450,Vikram,Mumbai
1451,Rohan,Mumbai
1452,Aditi,Hyderabad
1453,Priya,Mumbai
1454,Rahul,Manipal
1455,Priya,Hyderabad
1456,Rahul,Manipal
1457,Vikram,Bangalore
1458,Arjun,Chennai
1459,Vikram,Delhi
1460,Priya,Chennai
1461,Rahul,Mumbai
1462,Aditi,Bangalore
1463,Rahul,Hyderabad
1464,Arjun,Bangalore
1465,Priya,Bangalore
1466,Ananya,Hyderabad
1467,Aditi,Bangalore
1468,Priya,Mumbai
1469,Ananya,Delhi
1470,Aditi,Chennai
1471,Vikram,Manipal
1472,Priya,Hyderabad
1473,Ananya,Bangalore
1474,Priya,Mumbai
1475,Sanya,Bangalore
1476,Ananya,Mumbai
1477,Sanya,Delhi
1478,Sanya,Delhi
1479,Rohan,Manipal
1480,Rohan,Delhi
1481,Arjun,Manipal
1482,Sanya,Mumbai
1483,Vikram,Chennai
1484,Vikram,Delhi
1485,Rahul,Bangalore
1486,Sanya,Mumbai
1487,Priya,Manipal
1488,Vikram,Hyderabad
1489,Priya,Mumbai
1490,Aditi,Delhi
1491,Rohan,Chennai
1492,Arjun,Chennai
1493,Arjun,Bangalore
1494,Aditi,Chennai
1495,Rohan,Bangalore
1496,Sanya,Mumbai
1497,Ananya,Mumbai
1498,Sanya,Delhi
1499,Rohan,Mumbai
1500,Rahul,Delhi
1501,Vikram,Hyderabad
1502,Priya,Manipal
1503,Rohan,Hyderabad
1504,Arjun,Delhi
1505,Ananya,Bangalore
1506,Sanya,Delhi
1507,Rohan,Mumbai
1508,Vikram,Manipal
1509,Rahul,Chennai
1510,Ananya,Manipal
1511,Aditi,Hyderabad
1512,Aditi,Mumbai
1513,Ananya,Manipal
1514,Vikram,Bangalore
1515,Arjun,Hyderabad
1516,Sanya,Bangalore
1517,Aditi,Hyderabad
1518,Sanya,Hyderabad
1519,Rohan,Manipal
1520,Vikram,Hyderabad
1521,Rahul,Mumbai
1522,Arjun,Hyderabad
1523,Rahul,Manipal
1524,Rahul,Chennai
1525,Aditi,Mumbai
1526,Ananya,Manipal
1527,Arjun,Bangalore
1528,Ananya,Chennai
1529,Ananya,Chennai
1530,Sanya,Hyderabad
1531,Arjun,Mumbai
1532,Vikram,Hyderabad
1533,Sanya,Bangalore
1534,Rahul,Hyderabad
1535,Priya,Delhi
1536,Ananya,Bangalore
1537,Vikram,Chennai
1538,Priya,Chennai
1539,Sanya,Chennai
1540,Ananya,Delhi
1541,Rohan,Mumbai
1542,Rohan,Hyderabad
1543,Sanya,Bangalore
1544,Rohan,Manipal
1545,Rohan,Mumbai
1546,Ananya,Mumbai
1547,Ananya,Manipal
1548,Sanya,Mumbai
1549,Sanya,Hyderabad
1550,Vikram,Manipal
1551,Vikram,Delhi
1552,Sanya,Chennai
1553,Ananya,Delhi
1554,Ananya,Chennai
1555,Vikram,Bangalore
1556,Ananya,Manipal
1557,Rohan,Manipal
1558,Vikram,Manipal
1559,Priya,Chennai
1560,Rahul,Mumbai
1561,Rohan,Manipal
1562,Arjun,Hyderabad
1563,Vikram,Mumbai
1564,Rahul,Manipal
1565,Rahul,Delhi
1566,Aditi,Hyderabad
1567,Rahul,Chennai
1568,Priya,Bangalore
1569,Rohan,Mumbai
1570,Priya,Hyderabad
1571,Sanya,Mumbai
1572,Arjun,Chennai
1573,Vikram,Mumbai
1574,Priya,Manipal
1575,Arjun,Chennai
1576,Priya,Delhi
1577,Arjun,Hyderabad
1578,Ananya,Hyderabad
1579,Rahul,Manipal
1580,Sanya,Chennai
1581,Rahul,Manipal
1582,Rohan,Bangalore
1583,Vikram,Chennai
1584,Sanya,Hyderabad
1585,Aditi,Chennai
1586,Arjun,Manipal
1587,Vikram,Hyderabad
1588,Rohan,Chennai
1589,Rohan,Manipal
1590,Ananya,Hyderabad
1591,Rahul,Manipal
1592,Sanya,Hyderabad
1593,Vikram,Hyderabad
1594,Rahul,Delhi
1595,Arjun,Delhi
1596,Ananya,Bangalore
1597,Priya,Manipal
1598,Rohan,Chennai
1599,Rahul,Bangalore
1600,Rahul,Mumbai
1601,Priya,Delhi
1602,Sanya,Hyderabad
1603,Sanya,Bangalore
1604,Ananya,Manipal
1605,Rahul,Hyderabad
1606,Arjun,Chennai
1607,Rohan,Chennai
1608,Aditi,Bangalore
1609,Aditi,Delhi
1610,Vikram,Manipal
1611,Vikram,Delhi
1612,Rahul,Manipal
1613,Rohan,Chennai
1614,Vikram,Delhi
1615,Vikram,Chennai
1616,Vikram,Bangalore
1617,Priya,Mumbai
1618,Rahul,Manipal
1619,Rohan,Manipal
1620,Vikram,Manipal
1621,Vikram,Manipal
1622,Aditi,Chennai
1623,Rahul,Bangalore
1624,Ananya,Manipal
1625,Sanya,Chennai
1626,Sanya,Bangalore
1627,Ananya,Bangalore
1628,Rohan,Bangalore
1629,Aditi,Mumbai
1630,Sanya,Hyderabad
1631,Priya,Manipal
1632,Aditi,Hyderabad
1633,Arjun,Bangalore
1634,Arjun,Chennai
1635,Arjun,Delhi
1636,Aditi,Bangalore
1637,Vikram,Chennai
1638,Priya,Mumbai
1639,Rohan,Bangalore
1640,Vikram,Chennai
1641,Rohan,Hyderabad
1642,Rohan,Chennai
1643,Arjun,Mumbai
1644,Ananya,Hyderabad
1645,Rahul,Chennai
1646,Priya,Bangalore
1647,Rahul,Mumbai
1648,Aditi,Hyderabad
1649,Priya,Bangalore
1650,Rohan,Mumbai
1651,Rohan,Mumbai
1652,Vikram,Chennai
1653,Rahul,Delhi
1654,Ananya,Manipal
1655,Aditi,Bangalore
1656,Arjun,Hyderabad
1657,Arjun,Manipal
1658,Aditi,Hyderabad
1659,Aditi,Chennai
1660,Ananya,Mumbai
1661,Aditi,Mumbai
1662,Vikram,Manipal
1663,Rahul,Hyderabad
1664,Priya,Chennai
1665,Rahul,Hyderabad
1666,Rahul,Chennai
1667,Rahul,Mumbai
1668,Vikram,Hyderabad
1669,Rahul,Manipal
1670,Arjun,Hyderabad
1671,Vikram,Mumbai
1672,Vikram,Mumbai
1673,Sanya,Mumbai
1674,Vikram,Manipal
1675,Vikram,Bangalore
1676,Rohan,Mumbai
1677,Ananya,Bangalore
1678,Priya,Chennai
1679,Aditi,Manipal
1680,Ananya,Hyderabad
1681,Aditi,Chennai
1682,Arjun,Bangalore
1683,Arjun,Delhi
1684,Vikram,Hyderabad
1685,Aditi,Delhi
1686,Rahul,Manipal
1687,Sanya,Chennai
1688,Sanya,Chennai
1689,Aditi,Mumbai
1690,Priya,Delhi
1691,Vikram,Manipal
1692,Rohan,Mumbai
1693,Aditi,Delhi
1694,Sanya,Delhi
1695,Arjun,Manipal
1696,Ananya,Mumbai
1697,Arjun,Manipal
1698,Vikram,Delhi
1699,Ananya,Delhi
1700,Rohan,Manipal
1701,Aditi,Delhi
1702,Sanya,Bangalore
1703,Rahul,Chennai
1704,Rahul,Hyderabad
1705,Arjun,Chennai
1706,Rohan,Chennai
1707,Rahul,Chennai
1708,Sanya,Bangalore
1709,Ananya,Mumbai
1710,Rahul,Mumbai
1711,Priya,Mumbai
1712,Arjun,Hyderabad
1713,Sanya,Bangalore
1714,Ananya,Chennai
1715,Rohan,Manipal
1716,Vikram,Manipal
1717,Arjun,Bangalore
1718,Arjun,Chennai
1719,Priya,Delhi
1720,Ananya,Chennai
1721,Priya,Mumbai
1722,Vikram,Bangalore
1723,Rohan,Chennai
1724,Sanya,Chennai
1725,Vikram,Delhi
1726,Priya,Manipal
1727,Ananya,Chennai
1728,Arjun,Chennai
1729,Aditi,Manipal
1730,Arjun,Manipal
1731,Rohan,Hyderabad
1732,Aditi,Bangalore
1733,Rahul,Manipal
1734,Vikram,Hyderabad
1735,Rohan,Chennai
1736,Aditi,Mumbai
1737,Sanya,Manipal
1738,Aditi,Delhi
1739,Rahul,Delhi
1740,Aditi,Bangalore
1741,Ananya,Mumbai
1742,Sanya,Chennai
1743,Rohan,Chennai
1744,Rohan,Bangalore
1745,Priya,Chennai
1746,Rahul,Bangalore
1747,Sanya,Hyderabad
1748,Rahul,Chennai
1749,Arjun,Hyderabad
1750,Aditi,Delhi
1751,Rahul,Delhi
1752,Sanya,Bangalore
1753,Sanya,Chennai
1754,Rohan,Mumbai
1755,Priya,Bangalore
1756,Arjun,Hyderabad
1757,Arjun,Mumbai
1758,Ananya,Chennai
1759,Rohan,Mumbai
1760,Rahul,Chennai
1761,Ananya,Bangalore
1762,Arjun,Mumbai
1763,Rahul,Chennai
1764,Rohan,Hyderabad
1765,Ananya,Bangalore
1766,Rahul,Delhi
1767,Rahul,Chennai
1768,Sanya,Hyderabad
1769,Arjun,Mumbai
1770,Arjun,Delhi
1771,Aditi,Delhi
1772,Priya,Chennai
1773,Rahul,Delhi
1774,Priya,Chennai
1775,Rohan,Delhi
1776,Priya,Hyderabad
1777,Vikram,Hyderabad
1778,Arjun,Delhi
1779,Arjun,Bangalore
1780,Rohan,Hyderabad
1781,Rohan,Bangalore
1782,Ananya,Mumbai
1783,Rohan,Mumbai
1784,Priya,Hyderabad
1785,Priya,Manipal
1786,Sanya,Bangalore
1787,Ananya,Delhi
1788,Ananya,Manipal
1789,Priya,Hyderabad
1790,Vikram,Hyderabad
1791,Priya,Chennai
1792,Aditi,Bangalore
1793,Sanya,Delhi
1794,Vikram,Bangalore
1795,Rohan,Chennai
1796,Sanya,Chennai
1797,Arjun,Bangalore
1798,Arjun,Hyderabad
1799,Arjun,Chennai
1800,Arjun,Delhi
1801,Sanya,Delhi
1802,Rahul,Bangalore
1803,Rohan,Hyderabad
1804,Rahul,Delhi
1805,Sanya,Bangalore
1806,Vikram,Delhi
1807,Aditi,Bangalore
1808,Sanya,Chennai
1809,Rahul,Hyderabad
1810,Aditi,Mumbai
1811,Priya,Hyderabad
1812,Arjun,Hyderabad
1813,Rahul,Bangalore
1814,Sanya,Hyderabad
1815,Ananya,Bangalore
1816,Aditi,Hyderabad
1817,Arjun,Mumbai
1818,Ananya,Chennai
1819,Rahul,Chennai
1820,Vikram,Delhi
1821,Aditi,Delhi
1822,Rahul,Chennai
1823,Ananya,Chennai
1824,Aditi,Delhi
1825,Rahul,Delhi
1826,Arjun,Bangalore
1827,Ananya,Chennai
1828,Arjun,Chennai
1829,Arjun,Manipal
1830,Rohan,Bangalore
1831,Arjun,Hyderabad
1832,Vikram,Mumbai
1833,Priya,Manipal
1834,Priya,Manipal
1835,Sanya,Manipal
1836,Ananya,Chennai
1837,Vikram,Hyderabad
1838,Rahul,Chennai
1839,Rahul,Delhi
1840,Sanya,Bangalore
1841,Rohan,Manipal
1842,Arjun,Manipal
1843,Ananya,Mumbai
1844,Aditi,Mumbai
1845,Rohan,Chennai
1846,Vikram,Chennai
1847,Priya,Delhi
1848,Ananya,Hyderabad
1849,Arjun,Hyderabad
1850,Arjun,Chennai
1851,Aditi,Hyderabad
1852,Aditi,Bangalore
1853,Rohan,Manipal
1854,Vikram,Hyderabad
1855,Vikram,Manipal
1856,Vikram,Mumbai
1857,Vikram,Mumbai
1858,Rohan,Chennai
1859,Vikram,Chennai
1860,Ananya,Hyderabad
1861,Ananya,Bangalore
1862,Arjun,Manipal
1863,Rahul,Bangalore
1864,Vikram,Mumbai
1865,Priya,Delhi
1866,Priya,Bangalore
1867,Rohan,Bangalore
1868,Rahul,Bangalore
1869,Aditi,Manipal
1870,Ananya,Chennai
1871,Ananya,Delhi
1872,Sanya,Hyderabad
1873,Aditi,Delhi
1874,Priya,Hyderabad
1875,Arjun,Manipal
1876,Sanya,Mumbai
1877,Ananya,Mumbai
1878,Aditi,Mumbai
1879,Sanya,Chennai
1880,Sanya,Bangalore
1881,Ananya,Hyderabad
1882,Sanya,Delhi
1883,Arjun,Hyderabad
1884,Arjun,Manipal
1885,Rohan,Hyderabad
1886,Rahul,Bangalore
1887,Ananya,Hyderabad
1888,Ananya,Delhi
1889,Priya,Delhi
1890,Ananya,Delhi
1891,Vikram,Bangalore
1892,Rohan,Delhi
1893,Priya,Delhi
1894,Aditi,Bangalore
1895,Priya,Delhi
1896,Aditi,Mumbai
1897,Vikram,Hyderabad
1898,Vikram,Manipal
1899,Sanya,Bangalore
1900,Arjun,Delhi
1901,Priya,Mumbai
1902,Aditi,Manipal
1903,Sanya,Bangalore
1904,Rahul,Delhi
1905,Vikram,Manipal
1906,Priya,Chennai
1907,Priya,Mumbai
1908,Vikram,Bangalore
1909,Rahul,Bangalore
1910,Priya,Bangalore
1911,Aditi,Chennai
1912,Arjun,Bangalore
1913,Arjun,Chennai
1914,Priya,Delhi
1915,Priya,Bangalore
1916,Rahul,Hyderabad
1917,Aditi,Delhi
1918,Priya,Mumbai
1919,Vikram,Manipal
1920,Rohan,Mumbai
1921,Arjun,Hyderabad
1922,Ananya,Delhi
1923,Ananya,Mumbai
1924,Rohan,Chennai
1925,Aditi,Chennai
1926,Priya,Mumbai
1927,Aditi,Mumbai
1928,Arjun,Bangalore
1929,Sanya,Manipal
1930,Arjun,Delhi
1931,Ananya,Delhi
1932,Rahul,Hyderabad
1933,Ananya,Manipal
1934,Aditi,Bangalore
1935,Ananya,Chennai
1936,Rohan,Bangalore
1937,Sanya,Hyderabad
1938,Priya,Mumbai
1939,Arjun,Chennai
1940,Priya,Mumbai
1941,Priya,Bangalore
1942,Vikram,Delhi
1943,Aditi,Bangalore
1944,Arjun,Bangalore
1945,Vikram,Chennai
1946,Ananya,Hyderabad
1947,Rahul,Mumbai
1948,Priya,Chennai
1949,Sanya,Bangalore
1950,Rahul,Mumbai
1951,Rohan,Mumbai
1952,Priya,Hyderabad
1953,Priya,Mumbai
1954,Rahul,Manipal
1955,Sanya,Chennai
1956,Vikram,Manipal
1957,Vikram,Chennai
1958,Rohan,Delhi
1959,Ananya,Hyderabad
1960,Sanya,Delhi
1961,Rahul,Manipal
1962,Ananya,Bangalore
1963,Arjun,Manipal
1964,Vikram,Chennai
1965,Sanya,Bangalore
1966,Vikram,Delhi
1967,Rohan,Hyderabad
1968,Vikram,Delhi
1969,Priya,Bangalore
1970,Aditi,Hyderabad
1971,Rahul,Delhi
1972,Arjun,Hyderabad
1973,Sanya,Mumbai
1974,Vikram,Chennai
1975,Aditi,Mumbai
1976,Rohan,Chennai
1977,Sanya,Mumbai
1978,Vikram,Mumbai
1979,Vikram,Chennai
1980,Priya,Chennai
1981,Aditi,Bangalore
1982,Ananya,Chennai
1983,Arjun,Mumbai
1984,Ananya,Hyderabad
1985,Vikram,Manipal
1986,Rahul,Chennai
1987,Sanya,Bangalore
1988,Vikram,Delhi
1989,Ananya,Chennai
1990,Vikram,Delhi
1991,Ananya,Mumbai
1992,Priya,Mumbai
1993,Sanya,Chennai
1994,Vikram,Manipal
1995,Arjun,Bangalore
1996,Rahul,Mumbai
1997,Ananya,Mumbai
1998,Arjun,Delhi
1999,Rohan,Bangalore
2000,Priya,Mumbai
